"year","temperature","month","ts","time"
1880,-0.17,1,1880.04,"1880-1-15 00:00:00"
1881,-0.18,1,1881.04,"1881-1-15 00:00:00"
1882,0.18,1,1882.04,"1882-1-15 00:00:00"
1883,-0.28,1,1883.04,"1883-1-15 00:00:00"
1884,-0.12,1,1884.04,"1884-1-15 00:00:00"
1885,-0.57,1,1885.04,"1885-1-15 00:00:00"
1886,-0.41,1,1886.04,"1886-1-15 00:00:00"
1887,-0.7,1,1887.04,"1887-1-15 00:00:00"
1888,-0.32,1,1888.04,"1888-1-15 00:00:00"
1889,-0.07,1,1889.04,"1889-1-15 00:00:00"
1890,-0.41,1,1890.04,"1890-1-15 00:00:00"
1891,-0.32,1,1891.04,"1891-1-15 00:00:00"
1892,-0.27,1,1892.04,"1892-1-15 00:00:00"
1893,-0.8,1,1893.04,"1893-1-15 00:00:00"
1894,-0.51,1,1894.04,"1894-1-15 00:00:00"
1895,-0.39,1,1895.04,"1895-1-15 00:00:00"
1896,-0.21,1,1896.04,"1896-1-15 00:00:00"
1897,-0.14,1,1897.04,"1897-1-15 00:00:00"
1898,0,1,1898.04,"1898-1-15 00:00:00"
1899,-0.15,1,1899.04,"1899-1-15 00:00:00"
1900,-0.34,1,1900.04,"1900-1-15 00:00:00"
1901,-0.21,1,1901.04,"1901-1-15 00:00:00"
1902,-0.17,1,1902.04,"1902-1-15 00:00:00"
1903,-0.23,1,1903.04,"1903-1-15 00:00:00"
1904,-0.63,1,1904.04,"1904-1-15 00:00:00"
1905,-0.34,1,1905.04,"1905-1-15 00:00:00"
1906,-0.28,1,1906.04,"1906-1-15 00:00:00"
1907,-0.43,1,1907.04,"1907-1-15 00:00:00"
1908,-0.44,1,1908.04,"1908-1-15 00:00:00"
1909,-0.72,1,1909.04,"1909-1-15 00:00:00"
1910,-0.41,1,1910.04,"1910-1-15 00:00:00"
1911,-0.62,1,1911.04,"1911-1-15 00:00:00"
1912,-0.25,1,1912.04,"1912-1-15 00:00:00"
1913,-0.4,1,1913.04,"1913-1-15 00:00:00"
1914,0.04,1,1914.04,"1914-1-15 00:00:00"
1915,-0.19,1,1915.04,"1915-1-15 00:00:00"
1916,-0.12,1,1916.04,"1916-1-15 00:00:00"
1917,-0.57,1,1917.04,"1917-1-15 00:00:00"
1918,-0.46,1,1918.04,"1918-1-15 00:00:00"
1919,-0.2,1,1919.04,"1919-1-15 00:00:00"
1920,-0.24,1,1920.04,"1920-1-15 00:00:00"
1921,-0.04,1,1921.04,"1921-1-15 00:00:00"
1922,-0.32,1,1922.04,"1922-1-15 00:00:00"
1923,-0.28,1,1923.04,"1923-1-15 00:00:00"
1924,-0.23,1,1924.04,"1924-1-15 00:00:00"
1925,-0.39,1,1925.04,"1925-1-15 00:00:00"
1926,0.2,1,1926.04,"1926-1-15 00:00:00"
1927,-0.27,1,1927.04,"1927-1-15 00:00:00"
1928,-0.01,1,1928.04,"1928-1-15 00:00:00"
1929,-0.45,1,1929.04,"1929-1-15 00:00:00"
1930,-0.29,1,1930.04,"1930-1-15 00:00:00"
1931,-0.1,1,1931.04,"1931-1-15 00:00:00"
1932,0.15,1,1932.04,"1932-1-15 00:00:00"
1933,-0.23,1,1933.04,"1933-1-15 00:00:00"
1934,-0.21,1,1934.04,"1934-1-15 00:00:00"
1935,-0.33,1,1935.04,"1935-1-15 00:00:00"
1936,-0.27,1,1936.04,"1936-1-15 00:00:00"
1937,-0.07,1,1937.04,"1937-1-15 00:00:00"
1938,0.08,1,1938.04,"1938-1-15 00:00:00"
1939,-0.05,1,1939.04,"1939-1-15 00:00:00"
1940,0,1,1940.04,"1940-1-15 00:00:00"
1941,0.19,1,1941.04,"1941-1-15 00:00:00"
1942,0.3,1,1942.04,"1942-1-15 00:00:00"
1943,-0.01,1,1943.04,"1943-1-15 00:00:00"
1944,0.36,1,1944.04,"1944-1-15 00:00:00"
1945,0.1,1,1945.04,"1945-1-15 00:00:00"
1946,0.15,1,1946.04,"1946-1-15 00:00:00"
1947,-0.06,1,1947.04,"1947-1-15 00:00:00"
1948,0.07,1,1948.04,"1948-1-15 00:00:00"
1949,0.06,1,1949.04,"1949-1-15 00:00:00"
1950,-0.26,1,1950.04,"1950-1-15 00:00:00"
1951,-0.34,1,1951.04,"1951-1-15 00:00:00"
1952,0.11,1,1952.04,"1952-1-15 00:00:00"
1953,0.08,1,1953.04,"1953-1-15 00:00:00"
1954,-0.24,1,1954.04,"1954-1-15 00:00:00"
1955,0.13,1,1955.04,"1955-1-15 00:00:00"
1956,-0.13,1,1956.04,"1956-1-15 00:00:00"
1957,-0.09,1,1957.04,"1957-1-15 00:00:00"
1958,0.39,1,1958.04,"1958-1-15 00:00:00"
1959,0.08,1,1959.04,"1959-1-15 00:00:00"
1960,0,1,1960.04,"1960-1-15 00:00:00"
1961,0.07,1,1961.04,"1961-1-15 00:00:00"
1962,0.06,1,1962.04,"1962-1-15 00:00:00"
1963,-0.03,1,1963.04,"1963-1-15 00:00:00"
1964,-0.09,1,1964.04,"1964-1-15 00:00:00"
1965,-0.08,1,1965.04,"1965-1-15 00:00:00"
1966,-0.19,1,1966.04,"1966-1-15 00:00:00"
1967,-0.08,1,1967.04,"1967-1-15 00:00:00"
1968,-0.26,1,1968.04,"1968-1-15 00:00:00"
1969,-0.11,1,1969.04,"1969-1-15 00:00:00"
1970,0.08,1,1970.04,"1970-1-15 00:00:00"
1971,-0.03,1,1971.04,"1971-1-15 00:00:00"
1972,-0.22,1,1972.04,"1972-1-15 00:00:00"
1973,0.29,1,1973.04,"1973-1-15 00:00:00"
1974,-0.1,1,1974.04,"1974-1-15 00:00:00"
1975,0.1,1,1975.04,"1975-1-15 00:00:00"
1976,-0.03,1,1976.04,"1976-1-15 00:00:00"
1977,0.18,1,1977.04,"1977-1-15 00:00:00"
1978,0.06,1,1978.04,"1978-1-15 00:00:00"
1979,0.08,1,1979.04,"1979-1-15 00:00:00"
1980,0.3,1,1980.04,"1980-1-15 00:00:00"
1981,0.52,1,1981.04,"1981-1-15 00:00:00"
1982,0.04,1,1982.04,"1982-1-15 00:00:00"
1983,0.53,1,1983.04,"1983-1-15 00:00:00"
1984,0.31,1,1984.04,"1984-1-15 00:00:00"
1985,0.22,1,1985.04,"1985-1-15 00:00:00"
1986,0.27,1,1986.04,"1986-1-15 00:00:00"
1987,0.32,1,1987.04,"1987-1-15 00:00:00"
1988,0.56,1,1988.04,"1988-1-15 00:00:00"
1989,0.11,1,1989.04,"1989-1-15 00:00:00"
1990,0.41,1,1990.04,"1990-1-15 00:00:00"
1991,0.42,1,1991.04,"1991-1-15 00:00:00"
1992,0.47,1,1992.04,"1992-1-15 00:00:00"
1993,0.34,1,1993.04,"1993-1-15 00:00:00"
1994,0.26,1,1994.04,"1994-1-15 00:00:00"
1995,0.52,1,1995.04,"1995-1-15 00:00:00"
1996,0.23,1,1996.04,"1996-1-15 00:00:00"
1997,0.29,1,1997.04,"1997-1-15 00:00:00"
1998,0.58,1,1998.04,"1998-1-15 00:00:00"
1999,0.48,1,1999.04,"1999-1-15 00:00:00"
2000,0.25,1,2000.04,"2000-1-15 00:00:00"
2001,0.46,1,2001.04,"2001-1-15 00:00:00"
2002,0.77,1,2002.04,"2002-1-15 00:00:00"
2003,0.75,1,2003.04,"2003-1-15 00:00:00"
2004,0.58,1,2004.04,"2004-1-15 00:00:00"
2005,0.74,1,2005.04,"2005-1-15 00:00:00"
2006,0.56,1,2006.04,"2006-1-15 00:00:00"
2007,1.01,1,2007.04,"2007-1-15 00:00:00"
2008,0.3,1,2008.04,"2008-1-15 00:00:00"
2009,0.65,1,2009.04,"2009-1-15 00:00:00"
2010,0.75,1,2010.04,"2010-1-15 00:00:00"
2011,0.52,1,2011.04,"2011-1-15 00:00:00"
2012,0.49,1,2012.04,"2012-1-15 00:00:00"
2013,0.71,1,2013.04,"2013-1-15 00:00:00"
2014,0.76,1,2014.04,"2014-1-15 00:00:00"
2015,0.86,1,2015.04,"2015-1-15 00:00:00"
2016,1.17,1,2016.04,"2016-1-15 00:00:00"
2017,1.03,1,2017.04,"2017-1-15 00:00:00"
2018,0.82,1,2018.04,"2018-1-15 00:00:00"
2019,0.93,1,2019.04,"2019-1-15 00:00:00"
1880,-0.23,2,1880.12,"1880-2-15 00:00:00"
1881,-0.13,2,1881.12,"1881-2-15 00:00:00"
1882,0.15,2,1882.12,"1882-2-15 00:00:00"
1883,-0.36,2,1883.12,"1883-2-15 00:00:00"
1884,-0.08,2,1884.12,"1884-2-15 00:00:00"
1885,-0.32,2,1885.12,"1885-2-15 00:00:00"
1886,-0.49,2,1886.12,"1886-2-15 00:00:00"
1887,-0.55,2,1887.12,"1887-2-15 00:00:00"
1888,-0.34,2,1888.12,"1888-2-15 00:00:00"
1889,0.19,2,1889.12,"1889-2-15 00:00:00"
1890,-0.45,2,1890.12,"1890-2-15 00:00:00"
1891,-0.46,2,1891.12,"1891-2-15 00:00:00"
1892,-0.09,2,1892.12,"1892-2-15 00:00:00"
1893,-0.55,2,1893.12,"1893-2-15 00:00:00"
1894,-0.28,2,1894.12,"1894-2-15 00:00:00"
1895,-0.41,2,1895.12,"1895-2-15 00:00:00"
1896,-0.12,2,1896.12,"1896-2-15 00:00:00"
1897,-0.16,2,1897.12,"1897-2-15 00:00:00"
1898,-0.28,2,1898.12,"1898-2-15 00:00:00"
1899,-0.38,2,1899.12,"1899-2-15 00:00:00"
1900,-0.04,2,1900.12,"1900-2-15 00:00:00"
1901,-0.1,2,1901.12,"1901-2-15 00:00:00"
1902,-0.06,2,1902.12,"1902-2-15 00:00:00"
1903,-0.05,2,1903.12,"1903-2-15 00:00:00"
1904,-0.57,2,1904.12,"1904-2-15 00:00:00"
1905,-0.58,2,1905.12,"1905-2-15 00:00:00"
1906,-0.29,2,1906.12,"1906-2-15 00:00:00"
1907,-0.51,2,1907.12,"1907-2-15 00:00:00"
1908,-0.32,2,1908.12,"1908-2-15 00:00:00"
1909,-0.45,2,1909.12,"1909-2-15 00:00:00"
1910,-0.41,2,1910.12,"1910-2-15 00:00:00"
1911,-0.57,2,1911.12,"1911-2-15 00:00:00"
1912,-0.14,2,1912.12,"1912-2-15 00:00:00"
1913,-0.45,2,1913.12,"1913-2-15 00:00:00"
1914,-0.09,2,1914.12,"1914-2-15 00:00:00"
1915,-0.03,2,1915.12,"1915-2-15 00:00:00"
1916,-0.14,2,1916.12,"1916-2-15 00:00:00"
1917,-0.63,2,1917.12,"1917-2-15 00:00:00"
1918,-0.34,2,1918.12,"1918-2-15 00:00:00"
1919,-0.24,2,1919.12,"1919-2-15 00:00:00"
1920,-0.26,2,1920.12,"1920-2-15 00:00:00"
1921,-0.17,2,1921.12,"1921-2-15 00:00:00"
1922,-0.44,2,1922.12,"1922-2-15 00:00:00"
1923,-0.39,2,1923.12,"1923-2-15 00:00:00"
1924,-0.24,2,1924.12,"1924-2-15 00:00:00"
1925,-0.4,2,1925.12,"1925-2-15 00:00:00"
1926,0.02,2,1926.12,"1926-2-15 00:00:00"
1927,-0.18,2,1927.12,"1927-2-15 00:00:00"
1928,-0.09,2,1928.12,"1928-2-15 00:00:00"
1929,-0.59,2,1929.12,"1929-2-15 00:00:00"
1930,-0.27,2,1930.12,"1930-2-15 00:00:00"
1931,-0.2,2,1931.12,"1931-2-15 00:00:00"
1932,-0.17,2,1932.12,"1932-2-15 00:00:00"
1933,-0.29,2,1933.12,"1933-2-15 00:00:00"
1934,-0.03,2,1934.12,"1934-2-15 00:00:00"
1935,0.14,2,1935.12,"1935-2-15 00:00:00"
1936,-0.38,2,1936.12,"1936-2-15 00:00:00"
1937,0.03,2,1937.12,"1937-2-15 00:00:00"
1938,0.03,2,1938.12,"1938-2-15 00:00:00"
1939,-0.06,2,1939.12,"1939-2-15 00:00:00"
1940,0.09,2,1940.12,"1940-2-15 00:00:00"
1941,0.31,2,1941.12,"1941-2-15 00:00:00"
1942,0.03,2,1942.12,"1942-2-15 00:00:00"
1943,0.17,2,1943.12,"1943-2-15 00:00:00"
1944,0.24,2,1944.12,"1944-2-15 00:00:00"
1945,0,2,1945.12,"1945-2-15 00:00:00"
1946,0.03,2,1946.12,"1946-2-15 00:00:00"
1947,-0.08,2,1947.12,"1947-2-15 00:00:00"
1948,-0.15,2,1948.12,"1948-2-15 00:00:00"
1949,-0.14,2,1949.12,"1949-2-15 00:00:00"
1950,-0.27,2,1950.12,"1950-2-15 00:00:00"
1951,-0.41,2,1951.12,"1951-2-15 00:00:00"
1952,0.11,2,1952.12,"1952-2-15 00:00:00"
1953,0.15,2,1953.12,"1953-2-15 00:00:00"
1954,-0.1,2,1954.12,"1954-2-15 00:00:00"
1955,-0.16,2,1955.12,"1955-2-15 00:00:00"
1956,-0.24,2,1956.12,"1956-2-15 00:00:00"
1957,-0.03,2,1957.12,"1957-2-15 00:00:00"
1958,0.21,2,1958.12,"1958-2-15 00:00:00"
1959,0.07,2,1959.12,"1959-2-15 00:00:00"
1960,0.15,2,1960.12,"1960-2-15 00:00:00"
1961,0.19,2,1961.12,"1961-2-15 00:00:00"
1962,0.16,2,1962.12,"1962-2-15 00:00:00"
1963,0.18,2,1963.12,"1963-2-15 00:00:00"
1964,-0.1,2,1964.12,"1964-2-15 00:00:00"
1965,-0.17,2,1965.12,"1965-2-15 00:00:00"
1966,-0.05,2,1966.12,"1966-2-15 00:00:00"
1967,-0.21,2,1967.12,"1967-2-15 00:00:00"
1968,-0.15,2,1968.12,"1968-2-15 00:00:00"
1969,-0.17,2,1969.12,"1969-2-15 00:00:00"
1970,0.22,2,1970.12,"1970-2-15 00:00:00"
1971,-0.16,2,1971.12,"1971-2-15 00:00:00"
1972,-0.18,2,1972.12,"1972-2-15 00:00:00"
1973,0.33,2,1973.12,"1973-2-15 00:00:00"
1974,-0.27,2,1974.12,"1974-2-15 00:00:00"
1975,0.08,2,1975.12,"1975-2-15 00:00:00"
1976,-0.06,2,1976.12,"1976-2-15 00:00:00"
1977,0.23,2,1977.12,"1977-2-15 00:00:00"
1978,0.1,2,1978.12,"1978-2-15 00:00:00"
1979,-0.1,2,1979.12,"1979-2-15 00:00:00"
1980,0.4,2,1980.12,"1980-2-15 00:00:00"
1981,0.42,2,1981.12,"1981-2-15 00:00:00"
1982,0.15,2,1982.12,"1982-2-15 00:00:00"
1983,0.42,2,1983.12,"1983-2-15 00:00:00"
1984,0.14,2,1984.12,"1984-2-15 00:00:00"
1985,-0.04,2,1985.12,"1985-2-15 00:00:00"
1986,0.37,2,1986.12,"1986-2-15 00:00:00"
1987,0.43,2,1987.12,"1987-2-15 00:00:00"
1988,0.44,2,1988.12,"1988-2-15 00:00:00"
1989,0.3,2,1989.12,"1989-2-15 00:00:00"
1990,0.43,2,1990.12,"1990-2-15 00:00:00"
1991,0.49,2,1991.12,"1991-2-15 00:00:00"
1992,0.41,2,1992.12,"1992-2-15 00:00:00"
1993,0.37,2,1993.12,"1993-2-15 00:00:00"
1994,0.02,2,1994.12,"1994-2-15 00:00:00"
1995,0.79,2,1995.12,"1995-2-15 00:00:00"
1996,0.46,2,1996.12,"1996-2-15 00:00:00"
1997,0.41,2,1997.12,"1997-2-15 00:00:00"
1998,0.88,2,1998.12,"1998-2-15 00:00:00"
1999,0.65,2,1999.12,"1999-2-15 00:00:00"
2000,0.56,2,2000.12,"2000-2-15 00:00:00"
2001,0.44,2,2001.12,"2001-2-15 00:00:00"
2002,0.79,2,2002.12,"2002-2-15 00:00:00"
2003,0.59,2,2003.12,"2003-2-15 00:00:00"
2004,0.73,2,2004.12,"2004-2-15 00:00:00"
2005,0.61,2,2005.12,"2005-2-15 00:00:00"
2006,0.73,2,2006.12,"2006-2-15 00:00:00"
2007,0.7,2,2007.12,"2007-2-15 00:00:00"
2008,0.38,2,2008.12,"2008-2-15 00:00:00"
2009,0.53,2,2009.12,"2009-2-15 00:00:00"
2010,0.84,2,2010.12,"2010-2-15 00:00:00"
2011,0.48,2,2011.12,"2011-2-15 00:00:00"
2012,0.49,2,2012.12,"2012-2-15 00:00:00"
2013,0.63,2,2013.12,"2013-2-15 00:00:00"
2014,0.55,2,2014.12,"2014-2-15 00:00:00"
2015,0.9,2,2015.12,"2015-2-15 00:00:00"
2016,1.37,2,2016.12,"2016-2-15 00:00:00"
2017,1.14,2,2017.12,"2017-2-15 00:00:00"
2018,0.85,2,2018.12,"2018-2-15 00:00:00"
2019,0.95,2,2019.12,"2019-2-15 00:00:00"
1880,-0.08,3,1880.21,"1880-3-15 00:00:00"
1881,0.04,3,1881.21,"1881-3-15 00:00:00"
1882,0.06,3,1882.21,"1882-3-15 00:00:00"
1883,-0.12,3,1883.21,"1883-3-15 00:00:00"
1884,-0.36,3,1884.21,"1884-3-15 00:00:00"
1885,-0.25,3,1885.21,"1885-3-15 00:00:00"
1886,-0.41,3,1886.21,"1886-3-15 00:00:00"
1887,-0.34,3,1887.21,"1887-3-15 00:00:00"
1888,-0.39,3,1888.21,"1888-3-15 00:00:00"
1889,0.07,3,1889.21,"1889-3-15 00:00:00"
1890,-0.39,3,1890.21,"1890-3-15 00:00:00"
1891,-0.17,3,1891.21,"1891-3-15 00:00:00"
1892,-0.39,3,1892.21,"1892-3-15 00:00:00"
1893,-0.21,3,1893.21,"1893-3-15 00:00:00"
1894,-0.22,3,1894.21,"1894-3-15 00:00:00"
1895,-0.31,3,1895.21,"1895-3-15 00:00:00"
1896,-0.25,3,1896.21,"1896-3-15 00:00:00"
1897,-0.12,3,1897.21,"1897-3-15 00:00:00"
1898,-0.49,3,1898.21,"1898-3-15 00:00:00"
1899,-0.35,3,1899.21,"1899-3-15 00:00:00"
1900,0.02,3,1900.21,"1900-3-15 00:00:00"
1901,0.07,3,1901.21,"1901-3-15 00:00:00"
1902,-0.28,3,1902.21,"1902-3-15 00:00:00"
1903,-0.22,3,1903.21,"1903-3-15 00:00:00"
1904,-0.48,3,1904.21,"1904-3-15 00:00:00"
1905,-0.21,3,1905.21,"1905-3-15 00:00:00"
1906,-0.18,3,1906.21,"1906-3-15 00:00:00"
1907,-0.27,3,1907.21,"1907-3-15 00:00:00"
1908,-0.55,3,1908.21,"1908-3-15 00:00:00"
1909,-0.54,3,1909.21,"1909-3-15 00:00:00"
1910,-0.5,3,1910.21,"1910-3-15 00:00:00"
1911,-0.61,3,1911.21,"1911-3-15 00:00:00"
1912,-0.37,3,1912.21,"1912-3-15 00:00:00"
1913,-0.42,3,1913.21,"1913-3-15 00:00:00"
1914,-0.23,3,1914.21,"1914-3-15 00:00:00"
1915,-0.09,3,1915.21,"1915-3-15 00:00:00"
1916,-0.28,3,1916.21,"1916-3-15 00:00:00"
1917,-0.63,3,1917.21,"1917-3-15 00:00:00"
1918,-0.24,3,1918.21,"1918-3-15 00:00:00"
1919,-0.21,3,1919.21,"1919-3-15 00:00:00"
1920,-0.12,3,1920.21,"1920-3-15 00:00:00"
1921,-0.23,3,1921.21,"1921-3-15 00:00:00"
1922,-0.14,3,1922.21,"1922-3-15 00:00:00"
1923,-0.34,3,1923.21,"1923-3-15 00:00:00"
1924,-0.08,3,1924.21,"1924-3-15 00:00:00"
1925,-0.28,3,1925.21,"1925-3-15 00:00:00"
1926,0.1,3,1926.21,"1926-3-15 00:00:00"
1927,-0.39,3,1927.21,"1927-3-15 00:00:00"
1928,-0.25,3,1928.21,"1928-3-15 00:00:00"
1929,-0.33,3,1929.21,"1929-3-15 00:00:00"
1930,-0.11,3,1930.21,"1930-3-15 00:00:00"
1931,-0.1,3,1931.21,"1931-3-15 00:00:00"
1932,-0.18,3,1932.21,"1932-3-15 00:00:00"
1933,-0.29,3,1933.21,"1933-3-15 00:00:00"
1934,-0.29,3,1934.21,"1934-3-15 00:00:00"
1935,-0.14,3,1935.21,"1935-3-15 00:00:00"
1936,-0.21,3,1936.21,"1936-3-15 00:00:00"
1937,-0.2,3,1937.21,"1937-3-15 00:00:00"
1938,0.09,3,1938.21,"1938-3-15 00:00:00"
1939,-0.17,3,1939.21,"1939-3-15 00:00:00"
1940,0.1,3,1940.21,"1940-3-15 00:00:00"
1941,0.1,3,1941.21,"1941-3-15 00:00:00"
1942,0.05,3,1942.21,"1942-3-15 00:00:00"
1943,-0.03,3,1943.21,"1943-3-15 00:00:00"
1944,0.26,3,1944.21,"1944-3-15 00:00:00"
1945,0.06,3,1945.21,"1945-3-15 00:00:00"
1946,0.01,3,1946.21,"1946-3-15 00:00:00"
1947,0.06,3,1947.21,"1947-3-15 00:00:00"
1948,-0.25,3,1948.21,"1948-3-15 00:00:00"
1949,-0.02,3,1949.21,"1949-3-15 00:00:00"
1950,-0.08,3,1950.21,"1950-3-15 00:00:00"
1951,-0.2,3,1951.21,"1951-3-15 00:00:00"
1952,-0.08,3,1952.21,"1952-3-15 00:00:00"
1953,0.11,3,1953.21,"1953-3-15 00:00:00"
1954,-0.15,3,1954.21,"1954-3-15 00:00:00"
1955,-0.32,3,1955.21,"1955-3-15 00:00:00"
1956,-0.21,3,1956.21,"1956-3-15 00:00:00"
1957,-0.04,3,1957.21,"1957-3-15 00:00:00"
1958,0.09,3,1958.21,"1958-3-15 00:00:00"
1959,0.17,3,1959.21,"1959-3-15 00:00:00"
1960,-0.34,3,1960.21,"1960-3-15 00:00:00"
1961,0.1,3,1961.21,"1961-3-15 00:00:00"
1962,0.11,3,1962.21,"1962-3-15 00:00:00"
1963,-0.13,3,1963.21,"1963-3-15 00:00:00"
1964,-0.22,3,1964.21,"1964-3-15 00:00:00"
1965,-0.13,3,1965.21,"1965-3-15 00:00:00"
1966,0.03,3,1966.21,"1966-3-15 00:00:00"
1967,0.05,3,1967.21,"1967-3-15 00:00:00"
1968,0.2,3,1968.21,"1968-3-15 00:00:00"
1969,0.01,3,1969.21,"1969-3-15 00:00:00"
1970,0.06,3,1970.21,"1970-3-15 00:00:00"
1971,-0.18,3,1971.21,"1971-3-15 00:00:00"
1972,0.02,3,1972.21,"1972-3-15 00:00:00"
1973,0.29,3,1973.21,"1973-3-15 00:00:00"
1974,-0.05,3,1974.21,"1974-3-15 00:00:00"
1975,0.12,3,1975.21,"1975-3-15 00:00:00"
1976,-0.22,3,1976.21,"1976-3-15 00:00:00"
1977,0.24,3,1977.21,"1977-3-15 00:00:00"
1978,0.19,3,1978.21,"1978-3-15 00:00:00"
1979,0.19,3,1979.21,"1979-3-15 00:00:00"
1980,0.3,3,1980.21,"1980-3-15 00:00:00"
1981,0.48,3,1981.21,"1981-3-15 00:00:00"
1982,0.03,3,1982.21,"1982-3-15 00:00:00"
1983,0.41,3,1983.21,"1983-3-15 00:00:00"
1984,0.26,3,1984.21,"1984-3-15 00:00:00"
1985,0.17,3,1985.21,"1985-3-15 00:00:00"
1986,0.3,3,1986.21,"1986-3-15 00:00:00"
1987,0.18,3,1987.21,"1987-3-15 00:00:00"
1988,0.51,3,1988.21,"1988-3-15 00:00:00"
1989,0.36,3,1989.21,"1989-3-15 00:00:00"
1990,0.79,3,1990.21,"1990-3-15 00:00:00"
1991,0.35,3,1991.21,"1991-3-15 00:00:00"
1992,0.47,3,1992.21,"1992-3-15 00:00:00"
1993,0.36,3,1993.21,"1993-3-15 00:00:00"
1994,0.3,3,1994.21,"1994-3-15 00:00:00"
1995,0.47,3,1995.21,"1995-3-15 00:00:00"
1996,0.33,3,1996.21,"1996-3-15 00:00:00"
1997,0.52,3,1997.21,"1997-3-15 00:00:00"
1998,0.63,3,1998.21,"1998-3-15 00:00:00"
1999,0.32,3,1999.21,"1999-3-15 00:00:00"
2000,0.55,3,2000.21,"2000-3-15 00:00:00"
2001,0.56,3,2001.21,"2001-3-15 00:00:00"
2002,0.88,3,2002.21,"2002-3-15 00:00:00"
2003,0.59,3,2003.21,"2003-3-15 00:00:00"
2004,0.63,3,2004.21,"2004-3-15 00:00:00"
2005,0.74,3,2005.21,"2005-3-15 00:00:00"
2006,0.63,3,2006.21,"2006-3-15 00:00:00"
2007,0.72,3,2007.21,"2007-3-15 00:00:00"
2008,0.74,3,2008.21,"2008-3-15 00:00:00"
2009,0.54,3,2009.21,"2009-3-15 00:00:00"
2010,0.91,3,2010.21,"2010-3-15 00:00:00"
2011,0.65,3,2011.21,"2011-3-15 00:00:00"
2012,0.57,3,2012.21,"2012-3-15 00:00:00"
2013,0.67,3,2013.21,"2013-3-15 00:00:00"
2014,0.79,3,2014.21,"2014-3-15 00:00:00"
2015,0.96,3,2015.21,"2015-3-15 00:00:00"
2016,1.36,3,2016.21,"2016-3-15 00:00:00"
2017,1.16,3,2017.21,"2017-3-15 00:00:00"
2018,0.9,3,2018.21,"2018-3-15 00:00:00"
2019,1.18,3,2019.21,"2019-3-15 00:00:00"
1880,-0.15,4,1880.29,"1880-4-15 00:00:00"
1881,0.06,4,1881.29,"1881-4-15 00:00:00"
1882,-0.15,4,1882.29,"1882-4-15 00:00:00"
1883,-0.18,4,1883.29,"1883-4-15 00:00:00"
1884,-0.39,4,1884.29,"1884-4-15 00:00:00"
1885,-0.41,4,1885.29,"1885-4-15 00:00:00"
1886,-0.27,4,1886.29,"1886-4-15 00:00:00"
1887,-0.33,4,1887.29,"1887-4-15 00:00:00"
1888,-0.19,4,1888.29,"1888-4-15 00:00:00"
1889,0.11,4,1889.29,"1889-4-15 00:00:00"
1890,-0.28,4,1890.29,"1890-4-15 00:00:00"
1891,-0.26,4,1891.29,"1891-4-15 00:00:00"
1892,-0.32,4,1892.29,"1892-4-15 00:00:00"
1893,-0.26,4,1893.29,"1893-4-15 00:00:00"
1894,-0.44,4,1894.29,"1894-4-15 00:00:00"
1895,-0.2,4,1895.29,"1895-4-15 00:00:00"
1896,-0.29,4,1896.29,"1896-4-15 00:00:00"
1897,-0.01,4,1897.29,"1897-4-15 00:00:00"
1898,-0.29,4,1898.29,"1898-4-15 00:00:00"
1899,-0.2,4,1899.29,"1899-4-15 00:00:00"
1900,-0.08,4,1900.29,"1900-4-15 00:00:00"
1901,-0.01,4,1901.29,"1901-4-15 00:00:00"
1902,-0.28,4,1902.29,"1902-4-15 00:00:00"
1903,-0.4,4,1903.29,"1903-4-15 00:00:00"
1904,-0.5,4,1904.29,"1904-4-15 00:00:00"
1905,-0.33,4,1905.29,"1905-4-15 00:00:00"
1906,-0.05,4,1906.29,"1906-4-15 00:00:00"
1907,-0.37,4,1907.29,"1907-4-15 00:00:00"
1908,-0.44,4,1908.29,"1908-4-15 00:00:00"
1909,-0.58,4,1909.29,"1909-4-15 00:00:00"
1910,-0.42,4,1910.29,"1910-4-15 00:00:00"
1911,-0.53,4,1911.29,"1911-4-15 00:00:00"
1912,-0.17,4,1912.29,"1912-4-15 00:00:00"
1913,-0.39,4,1913.29,"1913-4-15 00:00:00"
1914,-0.29,4,1914.29,"1914-4-15 00:00:00"
1915,0.06,4,1915.29,"1915-4-15 00:00:00"
1916,-0.3,4,1916.29,"1916-4-15 00:00:00"
1917,-0.54,4,1917.29,"1917-4-15 00:00:00"
1918,-0.43,4,1918.29,"1918-4-15 00:00:00"
1919,-0.12,4,1919.29,"1919-4-15 00:00:00"
1920,-0.24,4,1920.29,"1920-4-15 00:00:00"
1921,-0.3,4,1921.29,"1921-4-15 00:00:00"
1922,-0.23,4,1922.29,"1922-4-15 00:00:00"
1923,-0.4,4,1923.29,"1923-4-15 00:00:00"
1924,-0.31,4,1924.29,"1924-4-15 00:00:00"
1925,-0.25,4,1925.29,"1925-4-15 00:00:00"
1926,-0.12,4,1926.29,"1926-4-15 00:00:00"
1927,-0.3,4,1927.29,"1927-4-15 00:00:00"
1928,-0.28,4,1928.29,"1928-4-15 00:00:00"
1929,-0.41,4,1929.29,"1929-4-15 00:00:00"
1930,-0.25,4,1930.29,"1930-4-15 00:00:00"
1931,-0.22,4,1931.29,"1931-4-15 00:00:00"
1932,-0.05,4,1932.29,"1932-4-15 00:00:00"
